2019-04-21 16:13:55.119 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Selenium - Pune - Accenture - 2 to 6 years of experience
2019-04-21 16:14:15.300 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Member - Technology Management - Bengaluru/Bangalore, Pune - EdgeVerve Systems Limited - 2 to 6 years of experience
2019-04-21 16:14:35.530 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Payments Fundtech Global Pay Plus - Pune - Accenture - 3 to 4 years of experience
2019-04-21 16:14:54.516 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Urgent Openings for Automation(qtp, Selenium, ETL) - Chennai, Hyderabad / Secunderabad, Pune - Faxhion Technologies Private Limited - 2 to 4 years of experience
2019-04-21 16:14:54.880 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Blue Color Apply button is dispayed : Apply
2019-04-21 16:14:55.086 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Apply button clicked on postion : 174231
2019-04-21 16:14:55.808 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - update carieer pop-up displayed
2019-04-21 16:14:58.329 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated back to >>>>>>>>>>>>>>>>>>>>>>>>>>> : CDWINDOW-E406328A08DAC8F2D38989097C3E8C38
2019-04-21 16:14:58.449 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Job Name ================================> MNC Hiring Automation Selenium Testing@mumbai-pune
2019-04-21 16:14:58.524 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Organisation Name ================================> Pune(Viman Nagar)
2019-04-21 16:14:58.601 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Salary offere ranged: INR 4,00,000 - 8,00,000 P.A.
2019-04-21 16:14:59.054 [main] INFO  com.Naukri.PageObjectClasses.JobSearchResultPage - Navigated to Job page Name: Selenium - Pune - Accenture - 2 to 6 years of experience
